说	1.0
发现	0.46359292648
买	0.459567440251
下载	0.441019542075
显示	0.436613109659
购买	0.434836135069
快递	0.429807180836
看书	0.413793503938
阅读	0.39582399357
退货	0.393889065683
想	0.363805931146
高	0.359141663202
闪	0.358433196208
不到	0.358372802301
舒服	0.350314861315
收到	0.341697115262
喜欢	0.341183767047
满意	0.339971243209
打开	0.33864257724
只能	0.33709788691
流畅	0.308201724943
差	0.307470029523
新	0.307398021403
送	0.306148332083
做	0.305553684377
希望	0.298606062155
低	0.291649148562
拿到	0.2845412502
找	0.278260283805
清晰	0.276940909207
换	0.275663345776
慢	0.271010692044
选择	0.269054858574
入手	0.260318647548
支持	0.259291951118
失望	0.249726485284
学习	0.246767183809
卸载	0.239668576818
看着	0.236253998193
解决	0.235503720032
值得	0.233213397227
接受	0.223596828855
歪	0.223373835965
推荐	0.219497011663
还好	0.219167168014
不用	0.217826887832
不行	0.212159151884
赞	0.208479769202
完美	0.207318347901
操作	0.206918818974
重启	0.197002603907
充电	0.196531066858
贵	0.192621722759
长	0.192347627332
适合	0.191669357293
算	0.19125589131
连接	0.186721702551
防	0.184647404107
刷新	0.181911095522
配送	0.180928533102
预装	0.180519712804
开	0.178675375778
少	0.177328127069
提示	0.17632001338
很棒	0.175681231664
足够	0.170975152553
实用	0.170210937337
请问	0.169054161721
关闭	0.168787034822
到货	0.166361987145
便宜	0.166324821664
装	0.165226117113
安装	0.164322531341
不错	0.161007834948
注册	0.160677991299
包装	0.160557203483
点击	0.155184468545
买来	0.155070649258
推送	0.151913906162
想买	0.151865126467
听	0.151551542716
做工	0.149449370161
累	0.148810588446
请	0.148450547842
不知	0.147983656479
读	0.147911648359
不想	0.1471451103
查	0.146069634176
花	0.144229942835
提升	0.144227619992
运行	0.143560964166
退	0.143228797673
上网	0.142617890069
感受	0.142422771291
改进	0.14188619465
申请	0.140887372331
送货	0.13995823529
好像	0.138102284051
纠结	0.137997756134
送到	0.137939685069
黑	0.137472793706
写	0.135635425208
久	0.132237106481
不爽	0.131990885166
问	0.130724935948
放在	0.130051311593
保护	0.127942170511
简单	0.127851579649
卖	0.127177955295
找到	0.126371928912
重	0.124455583765
控	0.12434408732
翻	0.123658848753
爱	0.123291839622
担心	0.122792428462
告诉	0.120787815297
充	0.119819189932
发黄	0.118474264065
提供	0.115972562583
耗电	0.114825078338
携带	0.114813464125
忍	0.114604408291
估计	0.114244367687
厉害	0.113433695619
配置	0.113141017452
解释	0.11162187839
放	0.110616087543
品	0.11014919618
很大	0.110118999226
碰到	0.108223559663
相比	0.107963401292
刺眼	0.107254934298
增加	0.107087689631
加	0.106130678479
合适	0.105642881533
打算	0.105501188134
模糊	0.104441971908
帮	0.104242207444
提高	0.104177167851
赠送	0.103389724209
想要	0.102065703926
全	0.102058735398
送达	0.101656883628
后悔	0.099584908027
犹豫	0.0982562420588
够	0.0982283679476
黄	0.097724311103
有没有	0.0972272227862
太慢	0.0957057608819
好评	0.0947348126744
均匀	0.0936686279201
行	0.093587328429
搞	0.0935246116788
算是	0.0930368147324
入	0.0928416959538
浏览	0.0919915355616
送给	0.0914619274483
回复	0.0911576350675
搜索	0.0905978300004
轻便	0.0905629873614
删除	0.0904793650277
输入	0.0901239701097
肯定	0.0898870401643
维修	0.089859166053
切换	0.0896036533668
拥有	0.0884793975475
懒得	0.0875409691364
还行	0.087496835127
很好	0.0859010422595
说好	0.0851739925251
更换	0.0847907234958
倒	0.0844074544665
添加	0.0843772575126
退款	0.0839196575201
轻	0.0835270971204
不累	0.0831995763135
反光	0.0809789387861
看看书	0.0809510646749
感	0.0805585042752
拿来	0.0801589753477
排版	0.0799034626615
缺陷	0.0789859398337
朗读	0.0782240474603
貌似	0.0773808555958
出差	0.0772902647344
充满	0.0772530992527
超过	0.0760777408962
标注	0.0759499845531
翻译	0.0758965591733
放弃	0.0758082911544
试	0.0757502200893
亮	0.0755690383664
导入	0.0743007663058
发	0.073587653627
保修	0.0732833612462
没法	0.0731021795232
吐	0.0730185571895
期待	0.0728420211518
够用	0.0720778059358
提到	0.0717549308141
折腾	0.0713832759978
难	0.071137054682
惊喜	0.0707142973285
摸索	0.070623706467
没收	0.0704843359109
接近	0.0704192963181
耐用	0.0690023623309
看不到	0.0688513775618
关注	0.0683403521894
调	0.0679083034654
介绍	0.0676806648905
带来	0.0676620821497
想想	0.0674437349451
默认	0.0666795197291
理解	0.0663148334406
棒	0.0662916050146
成功	0.0660221552727
打不开	0.0658200679664
好用	0.0655227441133
取货	0.0654344760945
修	0.0644681735721
早	0.064363645655
付款	0.0641801410895
完	0.064159235506
预定	0.0641081329688
正版	0.063552973587
上手	0.0632649411043
勉强	0.0629258060845
期望	0.0628421837508
禁用	0.0625007258883
玩	0.0624728517771
不动	0.0621708822388
细腻	0.06208261422
想看	0.0612370995129
贴	0.0611395401236
最低	0.0607934365759
告知	0.060326545213
没用	0.0602824112035
难受	0.060156977703
精致	0.0596831178123
遗憾	0.0587098467621
分享	0.058354451844
收	0.0576785046468
分	0.0576529533782
挺好用	0.0576343706374
听说	0.0572952356175
更改	0.0572673615063
导致	0.0565658630406
提醒	0.0564683036513
付费	0.0562081452799
刷	0.0560525148255
郁闷	0.0558666874174
稳定	0.0557946792967
放心	0.0557389310743
丢	0.0557389310743
挺快	0.055081566618
补充	0.0544125879486
算了	0.0534811280653
耐心	0.0527308499049
还算	0.0521454935692
像是	0.0520038001705
位置	0.0518597839292
打字	0.0517854529659
掉	0.0517599016973
反馈	0.0516693108358
改善	0.0514556093165
送来	0.0514370265756
